label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10
7	1893 m/(s^2)	1.5256	Computer Engineering	Modesto, Santa Clarita	-1180	958	282	0.2181 m	1472	Human Computer Interaction	284 m/(s^2)
4	124 m/(s^2)	1.0869	Human Computer Interaction	Fremont	86	129	1385	0.2868 m	-369	Computer Science	229 m/(s^2)
5	1488 m/(s^2)	-0.4753	Technology and Information Management	Santa Ana	2085	1338	-194	1.83 m	915	computational media	123 m/(s^2)
2	4 m/(s^2)	0.7904	Computer Engineering	San Jose	19	-165	950	-0.2037 m	463	Robotics Engineering	2647 m/(s^2)
1	1028 m/(s^2)	1.3001	Robotics Engineering	Los Angeles	98	894	1189	-0.6449 m	1228	technology and information management	874 m/(s^2)
1	1140 m/(s^2)	-0.3694	Computer Game Design	Los Angeles	-441	-176	1865	0.6292 m	-601	Natural Language Processing, Technology and Information Management	1989 m/(s^2)
0	847 m/(s^2)	-0.2917	Applied Mathematics	Chula Vista	1528	-191	-474	0.6129 m	1277	Data Science	304 m/(s^2)
2	812 m/(s^2)	0.9774	Computer Engineering	San Jose, Oakland	603	673	-609	-0.121 m	936	Robotics Engineering	2592 m/(s^2)
4	44 m/(s^2)	0.2806	Applied Mathematics	Long Beach	-827	1573	885	3.3457 m	-38	Computer Science	710 m/(s^2)
4	1338 m/(s^2)	0.7651	Human Computer Interaction		-66	-400	1632	1.2612 m	451	Bioengineering	515 m/(s^2)
3	969 m/(s^2)	0.5074	Electrical Engineering	Bakersfield	-248	1565	591	1.6816 m	1700	Applied Mathematics	146 m/(s^2)
4	411 m/(s^2)	1.8898	Bioinformatics	Long Beach	463	-675	743	0.6377 m	816	Computer Science	1104 m/(s^2)
7	114 m/(s^2)	2.4681	Bioengineering	Santa Clarita	2040	752	113	1.0368 m	550	Computer Engineering	573 m/(s^2)
0	-2160 m/(s^2)	1.5035	Applied Mathematics	Riverside, Sacramento	1574	737	1748	0.2063 m	648	Computer Game Design	-52 m/(s^2)
5	93 m/(s^2)	0.7401	Technology and Information Management	Santa Ana	941	2021	-377	0.5846 m	559	Computational Media	1106 m/(s^2)
6	-2107 m/(s^2)	0.694	Data Science	Stockton, Sacramento	-794	1667	-337	2.0181 m	-159	TECHNOLOGY AND INFORMATION MANAGEMENT, BIOTECHNOLOGY	315 m/(s^2)
4	1932 m/(s^2)	0.4181	Biotechnology	fremont	-195	1740	471	0.4196 m	995	Computer Science	1156 m/(s^2)
6	996 m/(s^2)	-0.1787	Data Science	Sacramento, Riverside	-1354	1251	172	-0.2168 m	1493	Bioinformatics	504 m/(s^2)
2	1253 m/(s^2)	0.9595	Computer Engineering	Oakland	2483	-306	-204	0.6335 m	153	Electrical Engineering	212 m/(s^2)
8	-527 m/(s^2)	1.8451	Natural Language Processing	Anaheim	408	2558	-1168	2.0169 m	16	Games and Playable Media	0 m/(s^2)
5	-2039 m/(s^2)	-0.3783	Technology and Information Management	Santa Ana	-672	2104	-589	1.1146 m	371	Computational Media	-393 m/(s^2)
6	-673 m/(s^2)	-0.9093	Data Science	Stockton	-2156	1080	-216	-1.8097 m	891	?	-30 m/(s^2)
5	-1412 m/(s^2)	-0.3197	Computer Science	Santa Ana	251	-222	111	0.0957 m	-311	Computational Media	1601 m/(s^2)
7	319 m/(s^2)	0.7064	Bioengineering	San Jose	71	641	464	0.5401 m	816	Bioinformatics	735 m/(s^2)
5	-588 m/(s^2)	2.1944	Statistics	Santa Ana	1729	1481	2283	2.0612 m	480	Bioengineering	2266 m/(s^2)
1	943 m/(s^2)	-0.2794	Computer Game Design	Los Angeles	800	1987	-16	0.5488 m	967	Computer Engineering	91 m/(s^2)
8	176 m/(s^2)	-0.438	Games and Playable Media	Anaheim	1260	767	793	1.1237 m	-1132	Computer Game Design	824 m/(s^2)
6	-42 m/(s^2)	0.6806	Data Science	Santa Ana	115	1863	157	2.9327 m	-23	Natural Language Processing	-179 m/(s^2)
0	-605 m/(s^2)	1.99	Applied Mathematics	Chula Vista	1805	12	-452	0.3101 m	43	Data Science	1026 m/(s^2)
6	-1591 m/(s^2)	-0.4676	Data Science	Riverside	285	808	-1348	0.3435 m	807	Statistics	-608 m/(s^2)
5	?	-0.6645	Computational Media	Santa Ana	-2427	-1170	-806	-0.8887 m	-746	Computational Media	1732 m/(s^2)
6	1157 m/(s^2)	0.636	Computer Science	Riverside, Stockton	186	None	248	0.2511 m	236	Statistics	54 m/(s^2)
7	1232 m/(s^2)	0.2142	Games and Playable Media	Moreno Valley	15	2361	-289	-0.1899 m	295	Computer Engineering	367 m/(s^2)
4	213 m/(s^2)	0.8924	Bioinformatics	Long Beach	None	1379	2083	0.53 m	641	Computer Science	589 m/(s^2)
8	-745 m/(s^2)	0.4168	Natural Language Processing	San Francisco	647	2554	817	-0.1307 m	525	Games and Playable Media	-163 m/(s^2)
7	1578 m/(s^2)	1.2746	Robotics Engineering	Long Beach	75	1521	-842	1.2285 m	973	Human Computer Interaction	2467 m/(s^2)
7	1618 m/(s^2)	-0.5691	Biotechnology	Moreno Valley	851	1421	-853	-0.001 m	195	Human Computer Interaction	1090 m/(s^2)
5	571 m/(s^2)	0.469	Computational Media	Santa Ana	293	-875	1031	0.7665 m	14	Computational Media	1813 m/(s^2)
3	1819 m/(s^2)	-0.8487	Electrical Engineering	San Bernardino	290	41	1191	2.3096 m	721	aPPLIED mATHEMATICS	1252 m/(s^2)
3	1559 m/(s^2)	0.2521	Electrical Engineering	Fresno, Bakersfield	1385	875	1379	0.8166 m	827	Computer Science	-402 m/(s^2)
5	-88 m/(s^2)	0.2697	Statistics	Santa Ana	450	1966	1040	1.0617 m	486	Computational Media	-792 m/(s^2)
8	69 m/(s^2)	-0.186	Games and Playable Media	San Francisco	1898	311	510	0.1077 m	1267	Computer Game Design	-695 m/(s^2)
7	166 m/(s^2)	-1.4233	Bioengineering	Santa Clarita, Modesto	254	286	-83	1.176 m	-99	Computer Engineering	914 m/(s^2)
7	1343 m/(s^2)	-0.5754	Applied Mathematics	Moreno Valley	-2044	1300	-361	-0.1522 m	425	Computer Engineering	1019 m/(s^2)
5	-1377 m/(s^2)	0.6919	Technology and Information Management	Santa Ana	-76	953	-476	0.9913 m	-15	Computational Media	1738 m/(s^2)
4	817 m/(s^2)	0.5071	Electrical Engineering	LONG BEACH	-438	-170	698	0.0143 m	651	Computer Science	1456 m/(s^2)
5	368 m/(s^2)	-0.3609	Computational Media	Santa Ana	-8	1221	745	1.2042 m	180	Computational Media	320 m/(s^2)
8	-1329 m/(s^2)	0.6167	games and playable media	San Francisco	-969	1516	924	-0.8764 m	-85	Computer Game Design	-427 m/(s^2)
7	256 m/(s^2)	-1.4604	Bioengineering	Modesto, Moreno Valley	675	1639	-55	-0.3257 m	968	Human Computer Interaction	-569 m/(s^2)
0	734 m/(s^2)	-0.1393	Data Science	Chula Vista	-248	34	1342	-1.0892 m	93	bioengineering	1419 m/(s^2)
8	-236 m/(s^2)	-0.7975	Natural Language Processing	Anaheim	-173	162	-961	0.755 m	1087	Computer Game Design	786 m/(s^2)
5	-261 m/(s^2)	1.5235	Technology and Information Management	Santa Ana	2271	-206	533	1.7346 m	741	Computational Media	-417 m/(s^2)
1	1127 m/(s^2)	-0.0041	Robotics Engineering	Los Angeles	385	-174	926	0.3392 m	-264	Biotechnology	1535 m/(s^2)
3	1829 m/(s^2)	1.4341	Electrical Engineering	Modesto, Moreno Valley	373	485	-307	0.989 m	876	Games and Playable Media	-44 m/(s^2)
2	1398 m/(s^2)	1.5191	Computer Engineering	San Diego, San Jose	618	217	1992	1.4275 m	-654	Robotics Engineering	1987 m/(s^2)
3	-323 m/(s^2)	0.8709	Applied Mathematics	Riverside, Sacramento	-277	2162	944	-1.5906 m	896	Applied Mathematics	1254 m/(s^2)
8	-789 m/(s^2)	0.6734	Natural Language Processing	Anaheim	-2080	948	-2606	0.5679 m	742	Computer Game Design	775 m/(s^2)
8	-372 m/(s^2)	0.107	Games and Playable Media	Anaheim	132	-337	-1780	0.0327 m	778	Games and Playable Media	-890 m/(s^2)
8	-472 m/(s^2)	0.7596	Natural Language Processing	San Bernardino	2226	876	-564	0.2972 m	652	Technology and Information Management, Natural Language Processing	623 m/(s^2)
0	-286 m/(s^2)	0.4431	Applied Mathematics	Chula Vista	391	1221	496	-0.1144 m	946	Human Computer Interaction	1728 m/(s^2)
1	1987 m/(s^2)	0.3927	Computer Game Design	Los Angeles	348	1221	57	0.4677 m	714	bIOTECHNOLOGY, nATURAL lANGUAGE pROCESSING	2300 m/(s^2)
7	-123 m/(s^2)	1.1793	Bioengineering	Moreno Valley, Modesto	1262	938	1911	0.045 m	-712	Human Computer Interaction	2311 m/(s^2)
2	1095 m/(s^2)	0.6267	Computer Engineering	San Diego, San Jose	-105	-949	1927	-0.4354 m	-124	Bioinformatics	431 m/(s^2)
4	-891 m/(s^2)	1.1716	Bioinformatics	Long Beach	734	-684	1104	0.9968 m	-488	Computer Engineering	1229 m/(s^2)
8	-1 m/(s^2)	-0.2325	Natural Language Processing	San Francisco	806	352	35	0.0004 m	267	Games and Playable Media	-1368 m/(s^2)
3	-534 m/(s^2)	1.4912	Electrical Engineering	San Bernardino, Bakersfield	1009	1439	-343	3.2594 m	1359	Applied Mathematics	983 m/(s^2)
3	899 m/(s^2)	0.5104	Electrical Engineering	San Bernardino	-410	23	210	0.9876 m	-404	Applied Mathematics	-65 m/(s^2)
1	2541 m/(s^2)	-1.2333	Computer Game Design	Los Angeles	1642	1087	378	1.0585 m	479	Biotechnology	2258 m/(s^2)
4	2848 m/(s^2)	1.1798	Biotechnology	Fremont	212	-848	1373	-0.5339 m	48	Computer Science	1423 m/(s^2)
2	1094 m/(s^2)	0.5439	NULL	Oakland, San Diego	1600	-338	404	2.5666 m	1626	Electrical Engineering	996 m/(s^2)
8	1102 m/(s^2)	-0.2758	Computational Media	sAN fRANCISCO	-1139	1378	-1199	0.4048 m	230	Games and Playable Media	123 m/(s^2)
2	1306 m/(s^2)	2.4673	Computer Engineering	Oakland	926	170	1748	2.3514 m	677	Electrical Engineering	947 m/(s^2)
2	1695 m/(s^2)	1.7022	Computer Engineering	Oakland, San Diego	1276	313	1614	-0.7933 m	-791	Robotics Engineering	209 m/(s^2)
3	-93 m/(s^2)	2.2242	Electrical Engineering	Bakersfield, San Bernardino	2117	674	1043	1.4243 m	340	Applied Mathematics	1555 m/(s^2)
2	-614 m/(s^2)	1.0961	Computer Engineering	Oakland, San Jose	-490	1396	698	0.6179 m	824	Electrical Engineering	2117 m/(s^2)
3	430 m/(s^2)	1.0438	Natural Language Processing	Bakersfield	600	-425	806	2.2717 m	1559	Applied Mathematics	849 m/(s^2)
5	58 m/(s^2)	-1.248	Bioengineering	Santa Ana	146	87	656	-0.2245 m	NULL	Computational Media	1081 m/(s^2)
3	676 m/(s^2)	0.7567	Electrical Engineering	Fresno, San Bernardino	-714	101	1	1.2081 m	593	applied mathematics	642 m/(s^2)
7	-36 m/(s^2)	-0.0314	Bioengineering	Modesto	476	342	1183	0.3968 m	475	Human Computer Interaction	565 m/(s^2)
4	2312 m/(s^2)	0.1168	Bioinformatics	Fremont	495	1485	1066	1.6502 m	1066	Computer Science	2171 m/(s^2)
4	419 m/(s^2)	1.428	Biotechnology	Fremont	-276	877	1380	0.6243 m	928	Computer Science	866 m/(s^2)
7	2248 m/(s^2)	1.6456	Bioengineering	Moreno Valley, Modesto	-592	1270	431	1.3261 m	257	Statistics	2150 m/(s^2)
6	223 m/(s^2)	1.6576	Data Science	Riverside	1171	-259	-284	2.1155 m	54	Statistics	-997 m/(s^2)
0	390 m/(s^2)	2.2232	Electrical Engineering	Chula Vista	1731	536	-104	1.2094 m	1495	Bioengineering	-10 m/(s^2)
1	981 m/(s^2)	0.0732	Robotics Engineering	Los Angeles	396	2528	603	2.0693 m	470	Biotechnology, Natural Language Processing	493 m/(s^2)
6	-1579 m/(s^2)	0.8178	Computer Engineering	Sacramento	-36	1843		0.1659 m	612	Bioinformatics	397 m/(s^2)
6	603 m/(s^2)	1.0163	Data Science	Sacramento, Riverside	109	2307	-370	0.9691 m	530	Computational Media	241 m/(s^2)
2	-1151 m/(s^2)	2.1703	Computer Engineering	San Diego	1101	862	1402	0.3943 m	1199	NULL	1247 m/(s^2)
6	222 m/(s^2)	1.3028	Computer Science	NULL	-209	3825	924	0.0503 m	-150	Bioinformatics	1020 m/(s^2)
5	-599 m/(s^2)	0.7879	Computational Media	Santa Ana	1806	1260	868	-0.876 m	743	Computational Media	1449 m/(s^2)
8	-1632 m/(s^2)	-0.7864	GAMES AND PLAYABLE MEDIA	ANAHEIM	743	2066	-452	-0.4169 m	240	Computer Game Design	1445 m/(s^2)
8	-946 m/(s^2)	1.2479	Natural Language Processing	ANAHEIM	-505	-583	-598	0.5254 m	-307	Games and Playable Media	1659 m/(s^2)
6	-17 m/(s^2)	0.4503	Computer Science	Riverside	749	153	1074	0.7035 m	1052	Bioinformatics	-284 m/(s^2)
2	976 m/(s^2)	0.9343	Computer Engineering	San Diego	-1119	1996	-458	0.8714 m	1051	Robotics Engineering	1310 m/(s^2)
7	1268 m/(s^2)	-0.0707	Applied Mathematics	Los Angeles	810	-771	-68	1.636 m	735	Computer Engineering	-8 m/(s^2)
1	-366 m/(s^2)	0.0045	Computer Game Design		472	66	1082	-0.3868 m	1945	Computational Media	481 m/(s^2)
3	815 m/(s^2)	0.3492	Electrical Engineering	Bakersfield	529	2102	-366	1.151 m	76	Applied Mathematics	-2508 m/(s^2)
2	1447 m/(s^2)	-0.197	Computer Engineering	SAN JOSE, OAKLAND	1010	-808	285	0.2822 m	228	Robotics Engineering	301 m/(s^2)
4	721 m/(s^2)	0.5349	Human Computer Interaction	Long Beach	1865	1163	493	0.439 m	-709	Computer Science	1386 m/(s^2)
0	1186 m/(s^2)	-0.2402	Applied Mathematics	Fremont	334	667	1689	1.5303 m	333	bioengineering	556 m/(s^2)
7	606 m/(s^2)	0.1834	Bioengineering	Modesto, Moreno Valley	-1184	513	14	-0.1733 m	866	Human Computer Interaction	428 m/(s^2)
0	462 m/(s^2)	0.6879	Applied Mathematics	Chula Vista	24	93	54	n/a	1187	Bioengineering	1074 m/(s^2)
1	188 m/(s^2)	0.4024	cOMPUTER gAME dESIGN	Los Angeles	686	386	761	-1.4831 m	212	Computational Media	1475 m/(s^2)
0	100 m/(s^2)	0.7456	Applied Mathematics	Chula Vista	1089	2032	1577	1.5203 m	-574	Data Science	2458 m/(s^2)
0	-883 m/(s^2)	1.7443	Applied Mathematics	cHULA vISTA	1549	977	2360	1.2043 m	433	Data Science	1227 m/(s^2)
5	593 m/(s^2)	0.7393	Technology and Information Management	Santa Ana	1837	-584	46	0.1005 m	-192	Computational Media	427 m/(s^2)
2	2297 m/(s^2)	-0.1773	Biotechnology	San Jose, Oakland	2577	106	1304	-0.4538 m	-699	Electrical Engineering	923 m/(s^2)
5	1184 m/(s^2)	-0.1375	Statistics	Santa Ana	-402	506	-613	0.0971 m	237	Computational Media	1458 m/(s^2)
1	1104 m/(s^2)	0.0456	Robotics Engineering	Los Angeles	403	2601	-644	1.0879 m	202	Natural Language Processing	-654 m/(s^2)
2	1367 m/(s^2)	-0.6354	Applied Mathematics	Oakland, San Diego	1222	640	1682	2.018 m	-120	Data Science	-361 m/(s^2)
0	1147 m/(s^2)	0.3052	Games and Playable Media	Chula Vista	569	-44	1245	0.3775 m	758	Bioengineering	-40 m/(s^2)
1	1198 m/(s^2)	0.3932	Robotics Engineering	Los Angeles	1237	1952	269	0.5853 m	1085	Data Science	1325 m/(s^2)
2	344 m/(s^2)	0.7211	computer engineering	San Jose	273	-313	-1139	0.7128 m	-329	Robotics Engineering	349 m/(s^2)
3	1302 m/(s^2)	1.5678	Electrical Engineering	San Bernardino, Fresno	-177	895	1538	3.6202 m	806	Applied Mathematics	1120 m/(s^2)
8	702 m/(s^2)	1.9803	Natural Language Processing	San Francisco	824	1374	986	-0.367 m	194	Computer Game Design	-747 m/(s^2)
2	-902 m/(s^2)	0.0248	Computer Engineering	San Jose	851	1950	137	0.5779 m	2056	Robotics Engineering	3021 m/(s^2)
1	1692 m/(s^2)	1.1106	Computer Game Design	Los Angeles	214	453	781	1.4415 m	772	Natural Language Processing, Biotechnology	-195 m/(s^2)
1	-75 m/(s^2)	1.2106	Electrical Engineering	Irvine	1677	-400	1160	-1.0208 m	1554	Natural Language Processing	1565 m/(s^2)
6	-511 m/(s^2)	0.463	Data Science	Riverside, Sacramento	165	2010	1037	-0.1912 m	522	Bioinformatics	-1863 m/(s^2)
6	166 m/(s^2)	1.0799	Data Science	Sacramento	104	855	445	1.4256 m	702	Bioinformatics	719 m/(s^2)
0	-1079 m/(s^2)	0.1092	Data Science	Chula Vista	456	660	491	0.5263 m	875	Data Science	-88 m/(s^2)
4	-279 m/(s^2)	0.9662	Natural Language Processing	Fremont	179	999	133	-0.2067 m	1603	Computer Science	1661 m/(s^2)
0	307 m/(s^2)	1.125	Applied Mathematics	Chula Vista	-348	-25	350	1.7119 m	578	Data Science	2639 m/(s^2)
1	-44 m/(s^2)	-0.2263	Robotics Engineering	Irvine	329	1749	179	0.5306 m	289	Natural Language Processing	697 m/(s^2)
5	937 m/(s^2)	1.4507	Electrical Engineering	Santa Ana	533	1999	1006	1.562 m	-9	Computational Media	-307 m/(s^2)
0	-1974 m/(s^2)	-0.0382	Electrical Engineering	Chula Vista	-242	1246	243	0.7778 m	780	Bioengineering	1786 m/(s^2)
6	1235 m/(s^2)	-0.1274	Data Science	Stockton, Riverside	1280	1501	-377	0.7481 m	1066	Bioinformatics	-2065 m/(s^2)
8	NULL	-0.0973	Games and Playable Media	San Francisco	128	198	244	-0.9739 m	2019	Games and Playable Media	136 m/(s^2)
3	-298 m/(s^2)	1.6559	Electrical Engineering	Fresno, Bakersfield	1207	-411	289	1.3978 m	284	Applied Mathematics	880 m/(s^2)
6	528 m/(s^2)	0.6679	Applied Mathematics	Stockton, Riverside	-26	699	13	1.4945 m	580	Bioinformatics	-190 m/(s^2)
7	-349 m/(s^2)	0.676	Bioengineering	Moreno Valley, Santa Clarita	595	1086	944	-0.9908 m	771	Human Computer Interaction	1513 m/(s^2)
2	1287 m/(s^2)	1.5754	Computer Engineering	?	124	606	-218	1.4596 m	569	Robotics Engineering	1535 m/(s^2)
2	1934 m/(s^2)	0.4791	Computer Engineering	San Jose	-887	774	908	0.0882 m	664	Electrical Engineering	589 m/(s^2)
6	-466 m/(s^2)	0.8182	Computer Science	Fremont	858	689	601	0.7131 m	1255	sTATISTICS	211 m/(s^2)
4	1692 m/(s^2)	-0.0576	Biotechnology	Long Beach	312	1416	1144	-0.1949 m	917	Computer Science	1130 m/(s^2)
4	2367 m/(s^2)	0.406	Human Computer Interaction	Anaheim	-1139		390	0.6802 m	-69	Games and Playable Media	2313 m/(s^2)
5	98 m/(s^2)	-0.6447	Statistics	Fresno, San Bernardino	117	595	235	-0.0603 m	410	Computational Media	1298 m/(s^2)
8	-1371 m/(s^2)	1.377	Computer Engineering	San Francisco	-637	1686	1565	1.126 m	302	Natural Language Processing, Biotechnology	50 m/(s^2)
1	150 m/(s^2)	-0.5684	Computer Game Design	Irvine	1252	528	981	0.5812 m	-889	Natural Language Processing	2007 m/(s^2)
2	1364 m/(s^2)	0.6403	Computer Engineering	Oakland, San Jose	1616	690	-28	1.5222 m	-1008	Electrical Engineering	697 m/(s^2)
7	647 m/(s^2)	0.9999	Bioengineering	Modesto	2179	16	883	1.5121 m	-219	Data Science	-176 m/(s^2)
1	-456 m/(s^2)	-0.5182	Robotics Engineering	Irvine	1192	-272	1954	-0.1768 m	683	Natural Language Processing, Biotechnology	-74 m/(s^2)
6	920 m/(s^2)	-0.6142	Electrical Engineering	Sacramento	-415	1536	-631	-0.5381 m	570	Statistics	-283 m/(s^2)
3	NULL	1.0937	Electrical Engineering	San Bernardino, Fresno	1001	1599	1371	2.0682 m	959	Applied Mathematics	1304 m/(s^2)
1	72 m/(s^2)	-0.8782	Robotics Engineering	Los Angeles	66	1239	-425	-0.3541 m	-394	Biotechnology, Technology and Information Management	1345 m/(s^2)
2	-318 m/(s^2)	0.0165	Computer Engineering	San Jose, San Diego	-59	-468	1480	0.6287 m	919	Electrical Engineering	-990 m/(s^2)
4	1471 m/(s^2)	0.7001	Bioinformatics	Fremont	203	-192	308	1.4873 m	1498	Computer Science	446 m/(s^2)
4	3260 m/(s^2)	2.4252	Bioinformatics	Fremont	-623	886	-358	1.102 m	359	Computer Science	-46 m/(s^2)
4	991 m/(s^2)	0.2445	Bioinformatics	Fremont	711	-335	-117	1.9974 m	836	Computer Science	2147 m/(s^2)
5	262 m/(s^2)	0.649	Statistics	Santa Ana	739	1827	847	-0.1223 m	1457	Computational Media	1169 m/(s^2)
5	208 m/(s^2)	0.7066	Computer Science	Santa Ana	505	855	-309	-0.128 m	1487	Computational Media	636 m/(s^2)
2	1316 m/(s^2)	1.2026	Computer Engineering	SAN DIEGO	2261	456	-374	1.326 m	1167	Robotics Engineering	988 m/(s^2)
5	395 m/(s^2)	-0.5528	Computer Engineering	Santa Ana	213	1046	1486	2.3729 m	513	Computational Media	1527 m/(s^2)
6	-745 m/(s^2)	0.6891	Computer Science	Riverside	11	85	-90	-1.0833 m	1438	Statistics	226 m/(s^2)
3	370 m/(s^2)	1.056	Electrical Engineering	Fresno, San Bernardino	-643	732	1610	0.9445 m	226	Applied Mathematics	4381 m/(s^2)
7	-477 m/(s^2)	1.7956	bioengineering	Moreno Valley	79	-49	-287	0.3455 m	348	Computer Engineering	1723 m/(s^2)
0	1528 m/(s^2)	-0.2686	Applied Mathematics	Chula Vista	245	-5	1086	2.3264 m	204	Bioengineering	504 m/(s^2)
7	1969 m/(s^2)	0.0536	Bioengineering	Modesto, Santa Clarita	-1645	286	205	1.9946 m	619	Human Computer Interaction	545 m/(s^2)
7	2574 m/(s^2)	0.8957	Bioengineering	Moreno Valley	-222	2612	364	1.0434 m	159	Human Computer Interaction	730 m/(s^2)
6	-418 m/(s^2)	0.0083	Data Science	Riverside	447	1199	239	1.8781 m	1215	Bioinformatics	408 m/(s^2)
0	177 m/(s^2)	None	Computer Game Design	Chula Vista	666	30	1553	-0.8286 m	827	Natural Language Processing, Biotechnology	-34 m/(s^2)
2	1895 m/(s^2)	1.3841	Computer Engineering	San Jose, San Diego	908	1404	823	1.6203 m	-1361	Electrical Engineering	2470 m/(s^2)
0	833 m/(s^2)	0.3492	Applied Mathematics	Chula Vista	218	115	528	1.6156 m	300	Games and Playable Media	653 m/(s^2)
0	-685 m/(s^2)	1.3092	Technology and Information Management	Chula Vista	-1198	196	855	0.2026 m	1066	Data Science	2361 m/(s^2)
3	2356 m/(s^2)	1.4761	Electrical Engineering	Bakersfield	193	59	357	0.6538 m	523	Applied Mathematics	797 m/(s^2)
6	-1574 m/(s^2)	0.0104	Data Science	Riverside	2070	487	215	2.5457 m	2325	Bioinformatics	-458 m/(s^2)
1	1007 m/(s^2)	-0.1275	Computer Game Design	LOS ANGELES	-981	699	-298	0.2423 m	262	Data Science	275 m/(s^2)
8	-1789 m/(s^2)	0.831	Games and Playable Media	Anaheim	-395	871	1226	1.0393 m	-54	Games and Playable Media	1111 m/(s^2)
0	115 m/(s^2)	1.2288	Applied Mathematics	CHULA VISTA	-390	1907	52	1.4926 m	90	Data Science	-559 m/(s^2)
0	969 m/(s^2)	-0.4357	Applied Mathematics	Chula Vista	884	690	1063	1.3966 m	-611	Electrical Engineering	-178 m/(s^2)
6	19 m/(s^2)	0.0521	Computer Science	Stockton, Sacramento	341	1181	367	0.7074 m	1010	Bioinformatics	-278 m/(s^2)
1	-760 m/(s^2)	1.6856	Robotics Engineering	Irvine	1396	654	1006	-0.351 m	348	Natural Language Processing, Technology and Information Management	2060 m/(s^2)
4	1147 m/(s^2)	2.2477	Bioinformatics	Fremont	816	-1144	949	1.0085 m	-443	Computer Science	1380 m/(s^2)
5	1029 m/(s^2)	-0.4102	Computational Media	Santa Ana	472	208	-273	0.7065 m	300	Computational Media	444 m/(s^2)
6	37 m/(s^2)	-0.2468	Computer Science	Riverside	310	-514	-1223	1.1052 m	19	Statistics	186 m/(s^2)
1	-565 m/(s^2)	-0.4933	Robotics Engineering	Los Angeles	2066	1153	-45	0.3552 m	463	Technology and Information Management, Biotechnology	-315 m/(s^2)
5	969 m/(s^2)	0.3637	Technology and Information Management	Santa Ana	-264	886	262	0.4941 m	-80	Computational Media	-560 m/(s^2)
1	1026 m/(s^2)	-0.4896	Robotics Engineering	Irvine	None	-364	-633	-0.799 m	-38	Technology and Information Management, Natural Language Processing	1340 m/(s^2)
3	-942 m/(s^2)	1.4371	Electrical Engineering	San Bernardino	-707	3126	-1177	1.8746 m	285	applied mathematics	1688 m/(s^2)
0	1709 m/(s^2)	-1.1014	Applied Mathematics	Chula Vista	-1992	1840	1506	0.2445 m	134	Bioengineering	1714 m/(s^2)
6	484 m/(s^2)	-0.0025	Computer Science	Sacramento	-791	2499	-825	1.3011 m	646	Statistics	-702 m/(s^2)
4	642 m/(s^2)	0.4953	Bioinformatics	Long Beach	1166	633	-819	1.8909 m	750	Games and Playable Media	1202 m/(s^2)
7	1353 m/(s^2)	-0.1995	Bioengineering	Irvine	-774	665	186	-0.0654 m	563	Computer Engineering	1552 m/(s^2)
0	2073 m/(s^2)	0.4533	Data Science	Santa Ana	100	1116	856	0.6191 m	-169	Bioengineering	1291 m/(s^2)
1	444 m/(s^2)	1.6359	Computer Game Design	Irvine	2137	-601	883	-0.7446 m	464	Biotechnology	1314 m/(s^2)
0	-420 m/(s^2)	0.488	Data Science	Chula Vista	1276	1223	2184	-0.6976 m	734	Data Science	767 m/(s^2)
6	836 m/(s^2)	-0.7251	Computer Science	Riverside	741	1563	1342	-0.5733 m	1452	Bioinformatics	-981 m/(s^2)
3	2301 m/(s^2)	0.7716	Electrical Engineering	Fresno	-56	1981	564	0.4067 m	174	Applied Mathematics	1136 m/(s^2)
7	1846 m/(s^2)	1.0847	Bioengineering	Santa Clarita	274	1124	1113	0.7445 m	1130	Applied Mathematics	1535 m/(s^2)
1	2709 m/(s^2)	-1.0014	Games And Playable Media	Irvine	1190	1330	915	0.718 m	-241	Natural Language Processing, Technology and Information Management	-373 m/(s^2)
0	612 m/(s^2)	0.7501	Applied Mathematics	Chula Vista	-1405	138	-40	0.9693 m	-271	Data Science	2035 m/(s^2)
2	61 m/(s^2)	-0.1235	Computer Engineering	San Diego	781	-594	1578	0.9808 m	-61	Robotics Engineering	725 m/(s^2)
8	-365 m/(s^2)	0.8207	Games and Playable Media	San Francisco	1919	481	107	0.3609 m	-159	Computer Science	373 m/(s^2)
4	1197 m/(s^2)	0.6177	Bioinformatics	Fremont	-1626	207	-161	-0.1602 m	None	Computer Science	None
6	-594 m/(s^2)	-0.2743	Data Science	SACRAMENTO, RIVERSIDE	864	1378	-580	0.0919 m	-678	Data Science	848 m/(s^2)
1	886 m/(s^2)	0.9984	robotics engineering	Irvine	-403	-121	-181	0.7997 m	233	natural language processing, biotechnology	132 m/(s^2)
5	-1392 m/(s^2)	0.6988	Technology and Information Management	Santa Ana	799	285	375	1.5097 m	371	Computational Media	-573 m/(s^2)
7	628 m/(s^2)	1.1152	Bioengineering	Santa Clarita, Modesto	-570	1685	209	1.0583 m	1024	Human Computer Interaction	3016 m/(s^2)
8	181 m/(s^2)	1.4518	Games and Playable Media	San Francisco	-2000	836	-169	-0.7392 m	-508	Computer Game Design	78 m/(s^2)
6	450 m/(s^2)	-0.7215	Data Science	Sacramento, Stockton	-135	1341	45	0.9077 m	58	bioinformatics	-1071 m/(s^2)
0	934 m/(s^2)	1.0149	Applied Mathematics	Chula Vista	400	-1078	611	1.6103 m	908	Computer Engineering	1445 m/(s^2)
